Participant;Timestamp;Activity;Valence;Arousal;Dominance;Progress;Status;Notes
p9;1569319166;;;;;;POPUP_OPENED;
p9;1569319183;Meeting;2;4;2;Average;POPUP_CLOSED;
p9;1569322826;;;;;;POPUP_OPENED;
p9;1569322842;Helping;2;3;3;Below average;POPUP_CLOSED;
p9;1569326444;;;;;;POPUP_OPENED;
p9;1569326459;Helping;3;5;3;Average;POPUP_CLOSED;
p9;1569330655;;;;;;POPUP_OPENED;
p9;1569330669;Coding;2;3;1;Average;POPUP_CLOSED;
p9;1569334271;;;;;;POPUP_OPENED;
p9;1569334293;Helping;3;4;4;Above average;POPUP_CLOSED;
p9;1569335996;;;;;;POPUP_OPENED;
p9;1569336019;Coding;3;3;3;Above average;POPUP_CLOSED;
p9;1569570817;;;;;;POPUP_OPENED;
p9;1569570828;Just arrived;3;3;4;Average;POPUP_CLOSED;
p9;1569574563;;;;;;POPUP_OPENED;
p9;1569574586;Documentation;4;2;4;Above average;POPUP_CLOSED;
p9;1569578233;;;;;;POPUP_OPENED;
p9;1569578244;Documentation;4;2;4;Above average;POPUP_CLOSED;
p9;1569581900;;;;;;POPUP_OPENED;
p9;1569581915;Testing;4;3;4;Above average;POPUP_CLOSED;
p9;1569586330;;;;;;POPUP_OPENED;
p9;1569586347;Administrative tasks;4;2;4;Average;POPUP_CLOSED;
p9;1569590575;;;;;;POPUP_OPENED;
p9;1569590591;Design;4;2;4;Above average;POPUP_CLOSED;
p9;1569594449;;;;;;POPUP_OPENED;
p9;1569594462;Administrative tasks;4;2;4;Average;POPUP_CLOSED;
p9;1569826459;;;;;;POPUP_OPENED;
p9;1569826469;Just arrived;3;4;4;Average;POPUP_CLOSED;
p9;1569833120;;;;;;POPUP_OPENED;
p9;1569833129;Meeting;3;2;2;Average;POPUP_CLOSED;
p9;1569836752;;;;;;POPUP_OPENED;
p9;1569836772;Testing;3;2;4;Below average;POPUP_CLOSED;
p9;1569841348;;;;;;POPUP_OPENED;
p9;1569841362;Testing;3;2;3;Below average;POPUP_CLOSED;
p9;1569844964;;;;;;POPUP_OPENED;
p9;1569844979;Coding;2;2;3;Average;POPUP_CLOSED;
p9;1569849800;;;;;;POPUP_OPENED;
p9;1569849817;Coding;2;2;3;Below average;POPUP_CLOSED;
p9;1569853435;;;;;;POPUP_OPENED;
p9;1569853445;Bugfixing;3;2;4;Average;POPUP_CLOSED;
p9;1569910624;;;;;;POPUP_OPENED;
p9;1569910637;Just arrived;3;2;3;Above average;POPUP_CLOSED;
p9;1569914261;;;;;;POPUP_OPENED;
p9;1569914280;Bugfixing;4;3;4;Above average;POPUP_CLOSED;
p9;1569918163;;;;;;POPUP_OPENED;
p9;1569918184;Bugfixing;5;3;4;Below average;POPUP_CLOSED;had cake
p9;1569924275;;;;;;POPUP_OPENED;
p9;1569924296;Meeting;3;2;4;Average;POPUP_CLOSED;
p9;1569928598;;;;;;POPUP_OPENED;
p9;1569928610;Coding;4;2;3;Average;POPUP_CLOSED;
p9;1569932212;;;;;;POPUP_OPENED;
p9;1569932224;Design;4;2;4;Above average;POPUP_CLOSED;
p9;1569940427;;;;;;POPUP_OPENED;
p9;1569940442;Meeting;3;2;4;Above average;POPUP_CLOSED;
p9;1569996984;;;;;;POPUP_OPENED;
p9;1569996998;Just arrived;4;2;4;Above average;POPUP_CLOSED;
p9;1570013639;;;;;;POPUP_OPENED;
p9;1570013676;Learning;4;3;4;Below average;POPUP_CLOSED;last 30m lunchbreak therefor a course were i allready know all the stuff told.
p9;1570017278;;;;;;POPUP_OPENED;
p9;1570017296;Bugfixing;3;3;4;Average;POPUP_CLOSED;
p9;1570020961;;;;;;POPUP_OPENED;
p9;1570020972;Meeting;4;3;3;Average;POPUP_CLOSED;
p9;1570024576;;;;;;POPUP_OPENED;
p9;1570024587;Design;3;2;4;Above average;POPUP_CLOSED;
p9;1570082957;;;;;;POPUP_OPENED;
p9;1570082966;Coding;4;2;4;Above average;POPUP_CLOSED;
p9;1570094981;;;;;;POPUP_OPENED;
p9;1570094991;Meeting;3;3;4;Average;POPUP_CLOSED;
p9;1570102376;;;;;;POPUP_OPENED;
p9;1570102386;Coding;4;3;4;Average;POPUP_CLOSED;
p9;1570111344;;;;;;POPUP_OPENED;
p9;1570111353;Coding;2;3;2;Average;POPUP_CLOSED;
p10;1569219148;;;;;;POPUP_OPENED;
p10;1569219502;Just arrived;4;3;4;Average;POPUP_CLOSED;
p10;1569223106;;;;;;POPUP_OPENED;
p10;1569223161;Helping;2;3;3;Average;POPUP_CLOSED;Busy with problems of a customer
p10;1569226773;;;;;;POPUP_OPENED;
p10;1569226850;Helping;4;3;4;Average;POPUP_CLOSED; Still helping customer but it looks like the problems are solved
p10;1569230906;;;;;;POPUP_OPENED;
p10;1569230958;Meeting;3;3;3;Average;POPUP_CLOSED;
p10;1569234885;;;;;;POPUP_OPENED;
p10;1569234929;Other;4;4;4;Average;POPUP_CLOSED;
p10;1569239103;;;;;;POPUP_OPENED;
p10;1569239134;Coding;4;3;3;Average;POPUP_CLOSED;
p10;1569244030;;;;;;POPUP_OPENED;
p10;1569244056;Helping;4;2;4;Average;POPUP_CLOSED;
p10;1569247973;;;;;;POPUP_OPENED;
p10;1569248043;Helping;2;3;1;Average;POPUP_CLOSED; Helping with a very old machine with very old software where I don t have knowledge of.
p10;1569305232;;;;;;POPUP_OPENED;
p10;1569305271;Just arrived;4;2;4;Average;POPUP_CLOSED; No new emails so quiet start of the day
p10;1569309097;;;;;;POPUP_OPENED;
p10;1569309120;Testing;4;2;4;Average;POPUP_CLOSED;
p10;1569313515;;;;;;POPUP_OPENED;
p10;1569313551;Coding;4;3;4;Average;POPUP_CLOSED;
p10;1569317663;;;;;;POPUP_OPENED;
p10;1569317686;Email;3;3;4;Average;POPUP_CLOSED;
p10;1569321417;;;;;;POPUP_OPENED;
p10;1569321462;Networking;4;4;4;Average;POPUP_CLOSED;Just had a break. Did a cardgame.
p10;1569325067;;;;;;POPUP_OPENED;
p10;1569325127;Administrative tasks;4;2;4;Average;POPUP_CLOSED;
p10;1569330271;;;;;;POPUP_OPENED;
p10;1569330294;Helping;4;2;4;Average;POPUP_CLOSED;
p10;1569335947;;;;;;POPUP_OPENED;
p10;1569336958;Helping;2;4;2;Average;POPUP_CLOSED; Want to go home but cannot because customer does have a problem
p10;1569391224;;;;;;POPUP_OPENED;
p10;1569391240;Just arrived;4;2;4;Average;POPUP_CLOSED;
p10;1569394880;;;;;;POPUP_OPENED;
p10;1569394903;Bugfixing;2;3;3;Average;POPUP_CLOSED;
p10;1569398580;;;;;;POPUP_OPENED;
p10;1569398595;Bugfixing;4;4;4;Average;POPUP_CLOSED;
p10;1569402374;;;;;;POPUP_OPENED;
p10;1569402391;Bugfixing;2;2;2;Below average;POPUP_CLOSED;
p10;1569407655;;;;;;POPUP_OPENED;
p10;1569407700;Helping;2;3;2;Average;POPUP_CLOSED;Looking at a problem witch I don t think it is a problem
p10;1569411460;;;;;;POPUP_OPENED;
p10;1569411506;Helping;1;4;1;Below average;POPUP_CLOSED;Have to do things I don t want to! Want to continue with the bugfix of tomorrow.
p10;1569421432;;;;;;POPUP_OPENED;
p10;1569421455;Bugfixing;4;3;4;Average;POPUP_CLOSED;Just solved a small bug.
p10;1569474335;;;;;;POPUP_OPENED;
p10;1569474375;Just arrived;3;4;4;Average;POPUP_CLOSED; Came in early today because it is a busy day. Hope I can fix several issues.
p10;1569482322;;;;;;POPUP_OPENED;
p10;1569482337;Bugfixing;3;3;4;Average;POPUP_CLOSED;
p10;1569494041;;;;;;POPUP_OPENED;
p10;1569494102;Helping;2;3;2;Average;POPUP_CLOSED; Stupid problems today! Popup isn t showing up automatic. Problems with customers. a Little bit frustrated.
p10;1569499271;;;;;;POPUP_OPENED;
p10;1569499310;Helping;4;3;2;Average;POPUP_CLOSED;Just solved one problem. Up to the next.
p10;1569505913;;;;;;POPUP_OPENED;
p10;1569505997;Administrative tasks;3;3;3;Below average;POPUP_CLOSED;Did some bugfixing. Now going to checkin my changes into SVN.
p10;1569564571;;;;;;POPUP_OPENED;
p10;1569564594;Just arrived;3;3;2;Average;POPUP_CLOSED;
p10;1569568653;;;;;;POPUP_OPENED;
p10;1569569095;Helping;3;3;4;Average;POPUP_CLOSED;
p10;1569572698;;;;;;POPUP_OPENED;
p10;1569572757;Other;4;4;4;Above average;POPUP_CLOSED;Just solved a problem at a customer very quick. Everybody happy. Now reviewing code from a colleage.
p10;1569576363;;;;;;POPUP_OPENED;
p10;1569576395;Administrative tasks;4;4;4;Average;POPUP_CLOSED;Weekend!
p10;1569824133;;;;;;POPUP_OPENED;
p10;1569824786;Just arrived;4;2;4;Average;POPUP_CLOSED;
p10;1569828605;;;;;;POPUP_OPENED;
p10;1569828621;Meeting;3;2;4;Average;POPUP_CLOSED;
p10;1569832225;;;;;;POPUP_OPENED;
p10;1569832235;Coding;4;3;4;Average;POPUP_CLOSED;
p10;1569835928;;;;;;POPUP_OPENED;
p10;1569835946;Testing;4;3;3;Average;POPUP_CLOSED;
p10;1569839646;;;;;;POPUP_OPENED;
p10;1569839671;Networking;4;2;4;Average;POPUP_CLOSED;
p10;1569843455;;;;;;POPUP_OPENED;
p10;1569843485;Testing;4;4;4;Average;POPUP_CLOSED;IT looks like my change is working
p10;1569847108;;;;;;POPUP_OPENED;
p10;1569847119;Bugfixing;4;4;4;Average;POPUP_CLOSED;
p10;1569851583;;;;;;POPUP_OPENED;
p10;1569851595;Coding;4;3;4;Average;POPUP_CLOSED;
p10;1569910812;;;;;;POPUP_OPENED;
p10;1569910845;Just arrived;2;2;2;Average;POPUP_CLOSED;Too late at work. Traffic jam.
p10;1569914569;;;;;;POPUP_OPENED;
p10;1569914579;Coding;4;3;3;Average;POPUP_CLOSED;
p10;1569918198;;;;;;POPUP_OPENED;
p10;1569918285;Networking;5;2;4;Below average;POPUP_CLOSED;Just had a break to eat pie.
p10;1569921893;;;;;;POPUP_OPENED;
p10;1569921909;Coding;3;3;4;Above average;POPUP_CLOSED;
p10;1569925986;;;;;;POPUP_OPENED;
p10;1569926026;Coding;4;2;4;Average;POPUP_CLOSED;
p10;1569930319;;;;;;POPUP_OPENED;
p10;1569930330;Testing;4;3;4;Average;POPUP_CLOSED;
p10;1569934794;;;;;;POPUP_OPENED;
p10;1569934809;Testing;3;3;3;Average;POPUP_CLOSED;
p10;1569938415;;;;;;POPUP_OPENED;
p10;1569938441;Testing;4;4;4;Average;POPUP_CLOSED;
p10;1569996337;;;;;;POPUP_OPENED;
p10;1569996369;Just arrived;4;2;4;Average;POPUP_CLOSED;
p10;1570012501;;;;;;POPUP_OPENED;
p10;1570012529;Learning;2;3;2;Very low;POPUP_CLOSED; Just had a course but learned not much...
p10;1570016289;;;;;;POPUP_OPENED;
p10;1570016300;Bugfixing;3;3;3;Average;POPUP_CLOSED;
p10;1570024229;;;;;;POPUP_OPENED;
p10;1570024267;Helping;4;3;4;Average;POPUP_CLOSED;Installed the update at the customer. Looking if it works as expected.
p10;1570082888;;;;;;POPUP_OPENED;
p10;1570082897;Just arrived;4;3;4;Average;POPUP_CLOSED;
p10;1570086500;;;;;;POPUP_OPENED;
p10;1570086514;Coding;4;3;4;Average;POPUP_CLOSED;
p10;1570090169;;;;;;POPUP_OPENED;
p10;1570090229;Coding;4;2;4;Average;POPUP_CLOSED;
p10;1570094348;;;;;;POPUP_OPENED;
p10;1570094388;Other;2;4;2;Average;POPUP_CLOSED;Seems like my change from yesterday does not work :(
p10;1570098955;;;;;;POPUP_OPENED;
p10;1570098972;Bugfixing;3;4;4;Average;POPUP_CLOSED;
p10;1570102599;;;;;;POPUP_OPENED;
p10;1570102617;Bugfixing;2;3;2;Below average;POPUP_CLOSED;It won t work!
p10;1570106222;;;;;;POPUP_OPENED;
p10;1570106232;Bugfixing;2;4;3;Average;POPUP_CLOSED;
p10;1570109836;;;;;;POPUP_OPENED;
p10;1570109850;Testing;4;3;4;Average;POPUP_CLOSED;
p11;1569220671;;;;;;POPUP_OPENED;
p11;1569220860;Just arrived;4;4;4;Average;POPUP_CLOSED;
p11;1569224687;;;;;;POPUP_OPENED;
p11;1569224724;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569229151;;;;;;POPUP_OPENED;
p11;1569229163;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569232767;;;;;;POPUP_OPENED;
p11;1569232782;Coding;3;2;2;Below average;POPUP_CLOSED;
p11;1569236394;;;;;;POPUP_OPENED;
p11;1569236409;Coding;3;2;2;Below average;POPUP_CLOSED;
p11;1569240344;;;;;;POPUP_OPENED;
p11;1569240364;Testing;3;3;2;Below average;POPUP_CLOSED;
p11;1569243967;;;;;;POPUP_OPENED;
p11;1569243984;Testing;2;3;3;Below average;POPUP_CLOSED;
p11;1569247611;;;;;;POPUP_OPENED;
p11;1569247617;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569304591;;;;;;POPUP_OPENED;
p11;1569304608;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1569308299;;;;;;POPUP_OPENED;
p11;1569308308;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569311970;;;;;;POPUP_OPENED;
p11;1569311991;Testing;2;3;2;Below average;POPUP_CLOSED;
p11;1569315634;;;;;;POPUP_OPENED;
p11;1569315641;Coding;3;3;2;Below average;POPUP_CLOSED;
p11;1569320593;;;;;;POPUP_OPENED;
p11;1569320600;Coding;3;3;3;Below average;POPUP_CLOSED;
p11;1569322773;;;;;;POPUP_OPENED;
p11;1569322790;Coding;2;3;2;Below average;POPUP_CLOSED;
p11;1569326392;;;;;;POPUP_OPENED;
p11;1569326403;Testing;4;3;4;Below average;POPUP_CLOSED;
p11;1569330330;;;;;;POPUP_OPENED;
p11;1569330342;Testing;2;3;2;Below average;POPUP_CLOSED;
p11;1569333944;;;;;;POPUP_OPENED;
p11;1569333955;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569335856;;;;;;POPUP_OPENED;
p11;1569335875;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569394211;;;;;;POPUP_OPENED;
p11;1569394231;Just arrived;4;4;4;Average;POPUP_CLOSED;
p11;1569397833;;;;;;POPUP_OPENED;
p11;1569397845;Testing;4;3;4;Average;POPUP_CLOSED;
p11;1569401526;;;;;;POPUP_OPENED;
p11;1569401541;Testing;4;4;3;Below average;POPUP_CLOSED;
p11;1569406195;;;;;;POPUP_OPENED;
p11;1569406208;Testing;4;3;4;Average;POPUP_CLOSED;
p11;1569409891;;;;;;POPUP_OPENED;
p11;1569409906;Testing;4;3;4;Average;POPUP_CLOSED;
p11;1569412153;;;;;;POPUP_OPENED;
p11;1569412164;Testing;4;4;3;Average;POPUP_CLOSED;
p11;1569416153;;;;;;POPUP_OPENED;
p11;1569416162;Testing;3;3;3;Average;POPUP_CLOSED;
p11;1569419800;;;;;;POPUP_OPENED;
p11;1569419813;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569476711;;;;;;POPUP_OPENED;
p11;1569476723;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1569480350;;;;;;POPUP_OPENED;
p11;1569480357;Testing;3;3;3;Average;POPUP_CLOSED;
p11;1569483965;;;;;;POPUP_OPENED;
p11;1569483980;Meeting;4;3;4;Average;POPUP_CLOSED;
p11;1569487806;;;;;;POPUP_OPENED;
p11;1569487818;Testing;4;4;4;Below average;POPUP_CLOSED;
p11;1569491946;;;;;;POPUP_OPENED;
p11;1569491953;Testing;4;4;3;Below average;POPUP_CLOSED;
p11;1569495555;;;;;;POPUP_OPENED;
p11;1569495564;Coding;3;3;3;Below average;POPUP_CLOSED;
p11;1569499689;;;;;;POPUP_OPENED;
p11;1569499780;Meeting;3;3;2;Below average;POPUP_CLOSED;
p11;1569504274;;;;;;POPUP_OPENED;
p11;1569504285;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569567872;;;;;;POPUP_OPENED;
p11;1569567889;Coding;3;3;3;Below average;POPUP_CLOSED;
p11;1569571667;;;;;;POPUP_OPENED;
p11;1569571684;Testing;3;3;2;Below average;POPUP_CLOSED;
p11;1569575298;;;;;;POPUP_OPENED;
p11;1569575304;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1569581191;;;;;;POPUP_OPENED;
p11;1569581203;Coding;4;3;3;Below average;POPUP_CLOSED;
p11;1569585491;;;;;;POPUP_OPENED;
p11;1569585498;Testing;3;3;3;Below average;POPUP_CLOSED;
p11;1570014359;;;;;;POPUP_OPENED;
p11;1570014375;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1570018048;;;;;;POPUP_OPENED;
p11;1570018087;Testing;3;3;3;Average;POPUP_CLOSED;Testing the KPIMonitor tool... no specific problems occured yet
p11;1570023196;;;;;;POPUP_OPENED;
p11;1570023204;Testing;3;3;3;Average;POPUP_CLOSED;
p11;1570100480;;;;;;POPUP_OPENED;
p11;1570100489;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1570169633;;;;;;POPUP_OPENED;
p11;1570169641;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1570170348;;;;;;POPUP_OPENED;
p11;1570170364;Just arrived;3;3;3;Average;POPUP_CLOSED;
p11;1570194857;;;;;;POPUP_OPENED;
p11;1570194872;Coding;4;3;3;Average;POPUP_CLOSED;
p13;1570428069;;;;;;POPUP_OPENED;
p13;1570428102;Just arrived;3;4;5;Average;POPUP_CLOSED;
p13;1570435202;;;;;;POPUP_OPENED;
p13;1570435261;Testing;2;3;2;Below average;POPUP_CLOSED;Just did 2 hours of testing with little result in the end.
p13;1570437998;;;;;;POPUP_OPENED;
p13;1570438119;Testing;2;4;3;Average;POPUP_CLOSED;Just tested in the factory with my test setup. I need to walk around 3 minutes to get there.
p13;1570444184;;;;;;POPUP_OPENED;
p13;1570444358;Bugfixing;4;3;4;Above average;POPUP_CLOSED;Building in some logging and trying to bugfix this way.
p13;1570451706;;;;;;POPUP_OPENED;
p13;1570451764;Bugfixing;4;5;3;Above average;POPUP_CLOSED;Trying to fix a problem with a machine high presure.
p13;1570454113;;;;;;POPUP_OPENED;
p13;1570454192;Bugfixing;4;5;4;Very high;POPUP_CLOSED;Just fixed a bug in a machine and I am happy about that.
p13;1570458095;;;;;;POPUP_OPENED;
p13;1570458167;Bugfixing;4;3;3;Above average;POPUP_CLOSED;
p13;1570514938;;;;;;POPUP_OPENED;
p13;1570514992;Just arrived;3;4;4;Average;POPUP_CLOSED;
p13;1570518615;;;;;;POPUP_OPENED;
p13;1570518659;Testing;2;3;3;Average;POPUP_CLOSED;
p13;1570522262;;;;;;POPUP_OPENED;
p13;1570522319;Bugfixing;2;4;4;Average;POPUP_CLOSED;Just talked with a collegue about a bugfix.
p13;1570525977;;;;;;POPUP_OPENED;
p13;1570526083;Testing;2;2;3;Below average;POPUP_CLOSED;The testing is not working because the error I expect is not popping up. I am annoyed by that. 
p13;1570536656;;;;;;POPUP_OPENED;
p13;1570536867;Meeting;3;4;4;Below average;POPUP_CLOSED;Long teammeeting with some irrelevant points for me so sometimes quit boring.
p13;1570541336;;;;;;POPUP_OPENED;
p13;1570541389;Bugfixing;3;4;2;Average;POPUP_CLOSED;
p13;1570543858;;;;;;POPUP_OPENED;
p13;1570543901;Bugfixing;2;4;2;Below average;POPUP_CLOSED;
p13;1570604579;;;;;;POPUP_OPENED;
p13;1570604693;Just arrived;2;4;3;Above average;POPUP_CLOSED;I came in an hour too late because I overslept which I am a little bit ashamed of.
p13;1570609783;;;;;;POPUP_OPENED;
p13;1570609823;Testing;4;5;4;Above average;POPUP_CLOSED;Just tested my application again and I am happy about the results!
p13;1570613504;;;;;;POPUP_OPENED;
p13;1570613773;Learning;4;4;3;Above average;POPUP_CLOSED;A collegue helped me with something.
p13;1570618148;;;;;;POPUP_OPENED;
p13;1570618167;Meeting;3;3;4;Average;POPUP_CLOSED;
p13;1570622544;;;;;;POPUP_OPENED;
p13;1570622595;Testing;4;4;5;Above average;POPUP_CLOSED;Testing my application by fysical placing new object in front of a camera.
p13;1570625148;;;;;;POPUP_OPENED;
p13;1570625187;Testing;3;2;4;Below average;POPUP_CLOSED;
p13;1570631648;;;;;;POPUP_OPENED;
p13;1570631680;Testing;4;2;3;Above average;POPUP_CLOSED;
p13;1570780022;;;;;;POPUP_OPENED;
p13;1570780194;Just arrived;3;2;4;Average;POPUP_CLOSED;Started my day and the Empatica at 8 a clock but forget to turn on the experience sampling.
p13;1570784069;;;;;;POPUP_OPENED;
p13;1570784128;Bugfixing;4;3;4;Above average;POPUP_CLOSED;Just spoke with my manager about some features that need to be added in my application I am happy about the conversation.
p13;1570787731;;;;;;POPUP_OPENED;
p13;1570787786;Bugfixing;2;2;3;Average;POPUP_CLOSED;I have pain in my shoulder  so I can't work as fast as I want.
p13;1570792869;;;;;;POPUP_OPENED;
p13;1570792896;Bugfixing;2;3;3;Average;POPUP_CLOSED;
p13;1570796578;;;;;;POPUP_OPENED;
p13;1570796630;Testing;4;3;4;Average;POPUP_CLOSED;
p13;1571033624;;;;;;POPUP_OPENED;
p13;1571033647;Just arrived;4;4;4;Average;POPUP_CLOSED;
p13;1571037254;;;;;;POPUP_OPENED;
p13;1571037271;Coding;4;3;4;Above average;POPUP_CLOSED;
p13;1571040874;;;;;;POPUP_OPENED;
p13;1571040913;Coding;4;3;4;Above average;POPUP_CLOSED;
p13;1571044904;;;;;;POPUP_OPENED;
p13;1571044931;Coding;2;2;3;Average;POPUP_CLOSED;I am a little tired.
p13;1571048877;;;;;;POPUP_OPENED;
p13;1571048903;Other;4;4;4;Average;POPUP_CLOSED;Just back from some walking.
p13;1571053316;;;;;;POPUP_OPENED;
p13;1571053367;Testing;4;4;3;Average;POPUP_CLOSED;Just talked with my manager and he said my work looked good this gave my some confidence.
p13;1571057075;;;;;;POPUP_OPENED;
p13;1571057096;Testing;3;2;3;Average;POPUP_CLOSED;
p13;1571060716;;;;;;POPUP_OPENED;
p13;1571060769;Testing;4;3;4;Above average;POPUP_CLOSED;
p13;1571118858;;;;;;POPUP_OPENED;
p13;1571118873;Just arrived;4;3;3;Average;POPUP_CLOSED;
p13;1571122479;;;;;;POPUP_OPENED;
p13;1571122502;Coding;2;3;3;Average;POPUP_CLOSED;I am a little tired.
p13;1571126141;;;;;;POPUP_OPENED;
p13;1571126208;Coding;4;4;3;Above average;POPUP_CLOSED;A colleague helped me with some coding.
p13;1571130897;;;;;;POPUP_OPENED;
p13;1571130920;Coding;3;2;2;Below average;POPUP_CLOSED;
p13;1571135991;;;;;;POPUP_OPENED;
p13;1571136005;Coding;4;2;3;Below average;POPUP_CLOSED;
p13;1571139607;;;;;;POPUP_OPENED;
p13;1571139624;Coding;2;2;3;Below average;POPUP_CLOSED;
p13;1571148503;;;;;;POPUP_OPENED;
p13;1571148613;Meeting;4;4;3;Above average;POPUP_CLOSED;The meeting required a lot of my brainpower.
p13;1571379352;;;;;;POPUP_OPENED;
p13;1571379380;Just arrived;4;3;4;Average;POPUP_CLOSED;
p13;1571382982;;;;;;POPUP_OPENED;
p13;1571383037;Testing;2;4;4;Above average;POPUP_CLOSED;Doing some testing for a bug that needs to be removed today.
p13;1571387857;;;;;;POPUP_OPENED;
p13;1571387897;Helping;4;3;3;Average;POPUP_CLOSED;Helping a colleague by setting up his testing environment.
p13;1571391501;;;;;;POPUP_OPENED;
p13;1571391517;Coding;3;2;4;Above average;POPUP_CLOSED;
p13;1571395140;;;;;;POPUP_OPENED;
p13;1571395159;Bugfixing;3;2;3;Below average;POPUP_CLOSED;
p13;1571398763;;;;;;POPUP_OPENED;
p13;1571398787;Bugfixing;2;2;2;Below average;POPUP_CLOSED;
p13;1571402390;;;;;;POPUP_OPENED;
p13;1571402429;Bugfixing;3;3;4;Average;POPUP_CLOSED;
p13;1571406031;;;;;;POPUP_OPENED;
p13;1571406084;Bugfixing;4;3;4;Average;POPUP_CLOSED;Just finished the latest bugfixes in my application.
p14;1570428015;;;;;;POPUP_OPENED;
p14;1570428114;Just arrived;4;2;5;Average;POPUP_CLOSED;First day of the test. a bit nervous since it is the first time with the rist band but I think I will get used to it today. 
p14;1570430524;;;;;;POPUP_OPENED;
p14;1570430578;Testing;4;4;2;Average;POPUP_CLOSED;I am testing my algorithm at the moment to see if my new developed algo is better than the old one
p14;1570432406;;;;;;POPUP_OPENED;
p14;1570432642;Testing;4;2;3;Average;POPUP_CLOSED;Still testing software and the algorithm. I know what I need to do -> hence  I am in control of the situation but of cause I cannot control the outcome of the testing. That is why I chose 3 for the controlled/in control scale. 
p14;1570434057;;;;;;POPUP_OPENED;
p14;1570434245;Testing;4;2;3;Below average;POPUP_CLOSED;The softwaretests take some time and during this time the computer is doing so many calculation that I have sometimes a bit more and sometimes a bit less of waiting time. The time I need to wait is usually between 1 min am 5 min per or per datasets estimation. Due to the waiting time I estimated by productivity at the moment as below average. 
p14;1570436611;;;;;;POPUP_OPENED;
p14;1570436739;Coding;4;2;5;Average;POPUP_CLOSED;finished testing and I will now continue with a different project. 
p14;1570438871;;;;;;POPUP_OPENED;
p14;1570438922;Administrative tasks;4;2;5;Average;POPUP_CLOSED;
p14;1570440901;;;;;;POPUP_OPENED;
p14;1570440972;Coding;4;2;5;Above average;POPUP_CLOSED;I am having a plan how I would like to implement the givenen task in the algorithm. Therefore I now what I need to do and in which order. 
p14;1570443072;;;;;;POPUP_OPENED;
p14;1570443088;Coding;4;2;5;Above average;POPUP_CLOSED;
p14;1570444853;;;;;;POPUP_OPENED;
p14;1570444869;Coding;4;1;5;Above average;POPUP_CLOSED;
p14;1570447920;;;;;;POPUP_OPENED;
p14;1570447939;Coding;5;2;5;Above average;POPUP_CLOSED;
p14;1570451668;;;;;;POPUP_OPENED;
p14;1570451683;Coding;4;2;5;Average;POPUP_CLOSED;
p14;1570453939;;;;;;POPUP_OPENED;
p14;1570454000;Coding;4;2;5;Average;POPUP_CLOSED;project is going well and the plan that I make are working. 
p14;1570454649;;;;;;POPUP_OPENED;
p14;1570454677;Documentation;4;2;5;Average;POPUP_CLOSED;
p14;1570456880;;;;;;POPUP_OPENED;
p14;1570456902;Design;4;2;5;Average;POPUP_CLOSED;
p14;1570513442;;;;;;POPUP_OPENED;
p14;1570513473;Just arrived;4;1;5;Average;POPUP_CLOSED;
p14;1570517271;;;;;;POPUP_OPENED;
p14;1570517289;Bugfixing;4;1;5;Average;POPUP_CLOSED;
p14;1570518293;;;;;;POPUP_OPENED;
p14;1570518446;Coding;3;1;3;Below average;POPUP_CLOSED;I feel a bit sleepy and not so excited. At the moment I am doing a combination of coding (improving) code and bugfixing
p14;1570520523;;;;;;POPUP_OPENED;
p14;1570520548;Helping;3;1;4;Average;POPUP_CLOSED;
p14;1570521603;;;;;;POPUP_OPENED;
p14;1570521711;Design;2;2;2;Average;POPUP_CLOSED;started new part of a project. still need to figure out some things in order to understand the new task. 
p14;1570525427;;;;;;POPUP_OPENED;
p14;1570525440;Helping;4;2;3;Average;POPUP_CLOSED;
p14;1570526532;;;;;;POPUP_OPENED;
p14;1570526542;Coding;3;2;3;Average;POPUP_CLOSED;
p14;1570529981;;;;;;POPUP_OPENED;
p14;1570530002;Meeting;3;2;3;Average;POPUP_CLOSED;
p14;1570536295;;;;;;POPUP_OPENED;
p14;1570536307;Meeting;4;1;5;Average;POPUP_CLOSED;
p14;1570538011;;;;;;POPUP_OPENED;
p14;1570538024;Documentation;4;2;5;Above average;POPUP_CLOSED;
p14;1570541636;;;;;;POPUP_OPENED;
p14;1570541670;Other;4;2;5;Above average;POPUP_CLOSED;I am checking information and looking for information
p14;1570632158;;;;;;POPUP_OPENED;
p14;1570632170;Meeting;4;3;5;Average;POPUP_CLOSED;
p14;1570686760;;;;;;POPUP_OPENED;
